"","ps11"
"1",188.060087375778
"2",1058.72697420315
"3",4255.06126392866
"4",35.43074209718
"5",0
"6",39.8647735175637
"7",2976.39758055611
"8",0
"9",0
"10",0
"11",162.010522354847
"12",116.572359381334
"13",1669.63974008594
"14",106.860457572619
"15",1770.51617385407
"16",67.4507123277863
"17",3566.36919581638
"18",294.269847926838
"19",0
"20",0
"21",0
"22",1143.78971304388
"23",603.681118937655
"24",4238.49237036595
"25",1479.29695617136
"26",2507.88951746496
"27",3334.23333938998
"28",1599.91046321339
"29",4642.02983787841
"30",3164.60141344067
"31",1305.8366321443
"32",0
"33",0
"34",741.880830774295
"35",128.339244143362
"36",0
"37",0
"38",38.2912762121287
"39",294.356372402714
"40",347.799714298166
"41",0
"42",36.83224132447
"43",1446.90465439149
"44",388.349928516537
"45",1877.58694536254
"46",3064.69426785452
"47",7199.07662755567
"48",1498.61186162236
"49",512.461496750903
"50",0
"51",250.010076191897
"52",0
"53",129.522913906829
"54",116.726392794727
"55",0
"56",4246.46919458431
"57",0
"58",0
"59",204.410995802204
"60",0
"61",0
"62",26.1491056120544
"63",0
"64",721.928869882217
"65",98.2344445650347
"66",1011.23222437947
"67",0
"68",0
"69",0
"70",973.794932940507
"71",1593.4495054516
"72",0
"73",0
"74",527.6140786507
"75",0
"76",1189.4446002451
"77",760.965739630847
"78",269.69454205687
"79",198.034706971226
"80",228.774068465571
"81",2921.14100095696
"82",1035.76809672975
"83",263.146748023933
"84",0
"85",32.151349897726
"86",0
"87",99.3001169824884
"88",494.796975586823
"89",52.5166968737244
"90",0
"91",0
"92",225.264769097949
"93",7.07836986059965
"94",0
"95",495.650059220999
"96",204.465643293317
"97",0
"98",115.939705179735
"99",1559.3363687112
"100",2299.84012420329
"101",1341.95514440236
"102",2798.458129613
"103",5218.13170073496
"104",980.625056556613
"105",46.2261868512792
"106",1624.66216421378
"107",0
"108",0
"109",6379.83985454106
"110",2398.858958763
"111",0
"112",3453.35518103671
"113",2261.64207900576
"114",3409.84780312215
"115",91.572752424373
"116",433.972829203074
"117",0
"118",0
"119",991.58844662711
"120",369.252778634236
"121",2122.89533220764
"122",1928.11330866373
"123",0
"124",648.78920121258
"125",1391.05648180046
"126",731.976661742426
"127",218.26219782911
"128",738.821712217472
"129",0
"130",650.359276389553
"131",0
"132",0
"133",0
"134",444.926231548019
"135",123.306233754087
"136",234.179819470255
"137",108.761729554721
"138",1970.33370952114
"139",964.13115917534
"140",76.3973678903676
"141",225.422309851597
"142",2261.88063593754
"143",857.766144862733
"144",522.12118532316
"145",2213.86088798818
"146",1009.26644734014
"147",1175.63824451835
"148",1311.9312124551
"149",3388.408628699
"150",1484.07873627784
"151",3768.08348538728
"152",3543.67765897045
"153",5611.75397944308
"154",1176.48480972708
"155",307.68250163076
"156",7.72502649421494
"157",2821.00346733422
"158",422.92996280825
"159",519.557234152046
"160",3083.4233060979
"161",3533.41030563029
"162",0
"163",57.8740102662427
"164",1079.2177253736
"165",0
"166",265.835070126366
"167",0
"168",233.453333409704
"169",16.600853411051
"170",58.7673000316936
"171",0
"172",1225.6132522777
"173",1227.16578118241
"174",0
"175",672.280695562719
"176",551.565820449907
"177",340.074801945551
"178",576.910069000519
"179",106.299664835909
"180",2456.35575527226
"181",532.462526676177
"182",635.641743100658
"183",40.7948355134458
"184",2061.29197049071
"185",0
"186",238.917456418624
"187",0
"188",358.621485904137
"189",298.988877773557
"190",621.14316003611
"191",299.867512235191
"192",174.210133706271
"193",0
"194",2169.97309225472
"195",0
"196",590.368621004634
"197",345.614195955385
"198",926.662421773737
"199",1047.34618987526
"200",95.6579314820492
"201",0
"202",117.774065520451
"203",232.354617490467
"204",52.9592683126207
"205",303.997718517816
"206",105.88306332528
"207",46.6087411622252
"208",84.9846811375346
"209",0
"210",0
"211",0
"212",944.784947569333
"213",797.94348531197
"214",10.7336397321105
"215",45.4769970598127
"216",0
"217",25.0178318641397
"218",348.547179995558
"219",166.143399258541
"220",146.710726652817
"221",457.916110880662
"222",257.089526799216
"223",106.766461148993
"224",0
"225",77.3560817796533
"226",82.4233300732253
"227",729.216928580417
"228",158.281814439086
"229",2431.89778586679
"230",326.325159309994
"231",0
"232",257.652773992595
"233",206.894509616508
"234",60.0569842604518
"235",219.597870063197
"236",1170.15912222549
"237",407.250206475647
"238",413.931329840291
"239",2193.58910914474
"240",0
"241",66.0954703185653
"242",400.639054972021
"243",0
"244",6010.98056304836
"245",1298.16292152043
"246",7846.70857405789
"247",7703.70896936968
"248",2471.32459781004
"249",2346.70372982826
"250",2368.39387305629
"251",2341.78030485774
"252",8117.64945131077
"253",1749.06826691805
"254",3796.59508330364
"255",1861.4914747576
"256",1212.30326677031
"257",555.267019146303
"258",2975.02503290983
"259",871.244739231609
"260",1773.58587508687
"261",4099.34735948096
"262",2714.37883469932
"263",887.325126436005
"264",212.826223413222
"265",360.827810891993
"266",0
"267",196.556721570704
"268",300.427192356637
"269",218.489741407905
"270",711.921964487984
"271",391.887067902707
"272",1454.88274637347
"273",454.141921390754
"274",0
"275",711.239123374371
"276",7781.75041603868
"277",558.605011769908
"278",4285.39835284496
"279",223.464912585054
"280",758.755571664419
"281",178.931629930294
"282",671.952287011568
"283",884.196227309329
"284",2088.17380881239
"285",1422.34472071199
"286",1512.75096083764
"287",358.062622415445
"288",320.896065921109
"289",1421.29513698095
"290",555.947056961954
"291",71.7410333470611
"292",442.392788962738
"293",118.364017206182
"294",1910.50830092082
"295",12.3668200835482
"296",329.49117479991
"297",173.995949552308
"298",491.719831476095
"299",264.851343186804
"300",943.354472244201
"301",327.530267928278
"302",277.787347160549
"303",309.844340542187
"304",379.538009661173
"305",1806.83768713733
"306",768.006243440477
"307",355.215277452538
"308",346.55858233202
"309",31.3358345337906
"310",0
"311",265.922176845303
"312",1690.99039216502
"313",1935.30895805691
"314",786.446641329461
"315",825.228040207606
"316",2941.07600899028
"317",0
"318",2867.52455265099
"319",614.567852520887
"320",900.29822004819
"321",88.1410693829826
"322",4025.96858710154
"323",3988.9421860939
"324",4096.94841900327
"325",324.390225594854
"326",4379.14474565327
"327",2541.01236275016
"328",4992.70561863623
"329",4539.35184796174
"330",709.51738316843
"331",1638.80233744763
"332",2101.43302143787
"333",1567.0101192853
"334",6830.73618987887
"335",3263.79273578517
"336",0
"337",1979.33541193287
"338",1271.70099363969
"339",175.729413397476
"340",0
"341",107.074976796174
"342",51.4081692509094
"343",34.9187496432637
"344",0
"345",0
"346",1005.37900354372
"347",0
"348",477.577503301319
"349",41.1501755870268
"350",150.361640544928
"351",353.040178518033
