"Id","Prediction"
"1",-202.545782125917
"2",1271.34346825344
"3",4577.93372725634
"4",165.025485092728
"5",-278.523301724049
"6",-365.852066460839
"7",3254.28872590061
"8",-436.355836078656
"9",-299.859021657166
"10",-252.459682448036
"11",106.372685963786
"12",268.625859462991
"13",2072.25924450481
"14",-413.418932633358
"15",1898.59389402511
"16",-203.808018599222
"17",3545.5145328575
"18",268.206990024175
"19",-299.814891288028
"20",105.167747642225
"21",-391.934682064876
"22",1040.55177058063
"23",636.208651604403
"24",4431.20401985858
"25",1859.56733104165
"26",2709.51459724192
"27",3520.73105009196
"28",1710.90940032018
"29",4760.48699133034
"30",3484.32454354933
"31",1581.71629114779
"32",-1.00954932224522
"33",-631.507513277101
"34",1146.99526931278
"35",243.745023925088
"36",-234.418156452844
"37",-360.966645359307
"38",99.7724731015796
"39",1056.37409548649
"40",722.419572764903
"41",-498.61071611034
"42",5.03596760272649
"43",1289.44681234374
"44",410.601443714357
"45",1794.25363283525
"46",2924.04405061308
"47",7052.98632685401
"48",1498.36074814109
"49",559.492555886733
"50",-561.518930952452
"51",100.989343700426
"52",-577.780452006372
"53",439.913823523202
"54",195.508553437635
"55",-28.2825465463416
"56",4459.79875381915
"57",-688.468212202679
"58",-212.748852223526
"59",275.060496060904
"60",-401.454510085031
"61",-226.307161394735
"62",25.8188758286556
"63",124.841064639505
"64",612.577618769643
"65",340.592942294159
"66",1026.4100960224
"67",-169.859143417292
"68",79.3476174231746
"69",-37.6546856117106
"70",1343.31128598716
"71",1174.07499936739
"72",7.65711833239402
"73",-225.038288050124
"74",383.496809578556
"75",44.2411434872288
"76",1467.40677059651
"77",1099.90189836385
"78",668.112469573036
"79",428.327736977193
"80",204.248009370994
"81",3095.31742482638
"82",1446.65475447381
"83",650.586740837421
"84",-149.483589054245
"85",-232.079927255956
"86",-276.05817284366
"87",-8.40352483000197
"88",-346.851166095214
"89",198.188372869996
"90",-138.851710958454
"91",38.6820856007794
"92",897.863602978778
"93",309.607565815171
"94",-295.978290723101
"95",884.414057940207
"96",493.64686484478
"97",-214.344250003083
"98",40.173213606623
"99",1659.27761763311
"100",2381.1274269469
"101",1423.50942221616
"102",2985.45975710734
"103",4906.29353247197
"104",1198.92866527773
"105",319.989734836323
"106",2476.40908073969
"107",-81.7944651478151
"108",-554.125909445465
"109",6514.18648588534
"110",2510.94049261413
"111",-219.92506572796
"112",3734.81151924145
"113",2669.19463758218
"114",4028.90289985797
"115",-255.576913118569
"116",907.382214232632
"117",-139.360325747539
"118",-388.540199887157
"119",1381.35320069462
"120",507.470031359705
"121",2428.78909997927
"122",2647.34658918889
"123",-16.1549692628873
"124",909.977536764146
"125",1463.32821711342
"126",658.518989584432
"127",-501.7293750409
"128",351.083865001228
"129",-460.759535383136
"130",703.443409119381
"131",-891.153070579262
"132",-358.410294168839
"133",48.2563777866121
"134",798.592889187804
"135",-46.4139311125496
"136",4.90917304826053
"137",-89.1724586281812
"138",2395.83967398072
"139",1225.58109220922
"140",325.534854643193
"141",-133.569862337285
"142",2762.91840717811
"143",732.588226755114
"144",1343.95127904308
"145",2997.4180940797
"146",1299.06569405026
"147",2068.41484373738
"148",1095.0132217153
"149",3599.39190500298
"150",2245.76686944114
"151",3789.59840385183
"152",3776.87749777358
"153",5970.98434921812
"154",1649.34859574193
"155",842.149414688109
"156",672.628307062691
"157",2585.05888365571
"158",1119.42723039237
"159",807.062265404965
"160",3818.98463245643
"161",3351.10069390728
"162",32.1792704623608
"163",-392.165645674858
"164",1186.19125909358
"165",-270.132474793144
"166",100.04631275084
"167",-221.599813430838
"168",33.1621970669721
"169",-4.2324068646808
"170",-755.597827911341
"171",-276.413895431208
"172",1440.21248830998
"173",1326.08577320292
"174",-546.552411041869
