"","ps13"
"1",235.901521645887
"2",1403.81401958705
"3",4872.38084840942
"4",0
"5",0
"6",0
"7",3391.10429202791
"8",0
"9",0
"10",0
"11",263.817509331469
"12",169.761891650297
"13",1907.51101751649
"14",90.9814508265272
"15",1873.35197401676
"16",111.340971976867
"17",3788.66286064394
"18",235.034707041062
"19",0
"20",0
"21",0
"22",1035.84085924005
"23",383.754550387594
"24",4612.844217043
"25",1232.90428434851
"26",2802.90687021056
"27",3898.10484607311
"28",1556.57782754291
"29",4741.27782089765
"30",3683.19326007771
"31",1049.29779689982
"32",0
"33",0
"34",1114.22774791814
"35",212.445666900415
"36",0
"37",0
"38",34.7608645324385
"39",384.634448639976
"40",284.102874513469
"41",0
"42",70.7839194771946
"43",1457.85790606171
"44",185.658496599711
"45",1932.14148266034
"46",3263.05278429367
"47",8219.58372867469
"48",1520.91697083734
"49",438.552308781639
"50",0
"51",240.34143077451
"52",0
"53",144.960901734414
"54",169.32303506843
"55",0.998901165279676
"56",4839.70560496107
"57",0
"58",0
"59",321.313443876161
"60",0
"61",0
"62",2.32796108685761
"63",0
"64",920.071803974921
"65",32.1612292614695
"66",1041.33068063545
"67",0
"68",0
"69",0
"70",1065.90467044456
"71",1152.72243556737
"72",0
"73",0
"74",631.932756630802
"75",0
"76",1272.76163509058
"77",867.103038645268
"78",282.348808335011
"79",269.36907963435
"80",246.910277618951
"81",2780.834474057
"82",814.897292791821
"83",0
"84",0
"85",0
"86",0
"87",80.6004775497036
"88",685.650346440302
"89",84.3376493080459
"90",0
"91",0
"92",260.139131574951
"93",0
"94",0
"95",717.124998418583
"96",312.002174772791
"97",0
"98",123.261430539795
"99",1846.22957623312
"100",1934.7772483697
"101",1441.04405736693
"102",2512.45218680576
"103",5728.22737790965
"104",756.783079171216
"105",96.8092074499436
"106",2184.0528948808
"107",0
"108",0
"109",6491.969447949
"110",1867.63316581058
"111",0
"112",2881.67687434447
"113",2173.8822072547
"114",2998.91171531796
"115",36.8445501145757
"116",546.964507504713
"117",0
"118",0
"119",1214.11444930255
"120",31.5604307736016
"121",2197.65315032539
"122",2263.64791442578
"123",0
"124",812.051035328038
"125",1645.06726237007
"126",743.979074059822
"127",276.542419340303
"128",627.147006723856
"129",0
"130",652.988801285139
"131",0
"132",0
"133",0
"134",602.753136524395
"135",74.461113223912
"136",120.755481386077
"137",62.1361286037018
"138",2123.02878509673
"139",1237.37828461462
"140",114.729031880532
"141",117.455667310522
"142",3085.81830569883
"143",883.599615415412
"144",1007.28571497114
"145",2983.29061996591
"146",1066.45683810495
"147",1694.92342693949
"148",1698.78775424225
"149",3991.63444022612
"150",1478.45987846022
"151",4875.45254742473
"152",4583.21342629302
"153",7509.35219488477
"154",1701.40344947084
"155",0
"156",0
"157",2823.0220792384
"158",445.634058038781
"159",529.810654082858
"160",3642.48710922921
"161",3527.84115176626
"162",0
"163",97.0355896845153
"164",937.740629694134
"165",0
"166",486.618602212673
"167",0
"168",137.330973559524
"169",25.8359813624784
"170",9.36945507083783
"171",0
"172",1146.08200310326
"173",1457.43934560364
"174",0
"175",784.956174370666
"176",432.648151715885
"177",354.849323490098
"178",630.214141977163
"179",97.479581011657
"180",2620.61839787286
"181",602.543591660104
"182",524.649088903993
"183",0
"184",2292.25689352252
"185",0
"186",283.732336044989
"187",0
"188",458.941411293037
"189",248.868740443085
"190",412.39227800423
"191",389.589866323844
"192",144.671512968893
"193",0
"194",2361.64507697126
"195",0
"196",530.27826150246
"197",310.997744351684
"198",1100.39652142095
"199",1012.16716113029
"200",84.49463674771
"201",0
"202",145.606770723376
"203",222.407290358203
"204",0
"205",357.990894884473
"206",29.3290565129714
"207",87.0208784851493
"208",97.9239939734398
"209",0
"210",0
"211",0
"212",948.09551822186
"213",663.458673525774
"214",0
"215",0
"216",0
"217",13.5043299965059
"218",294.075233962461
"219",351.135500729723
"220",38.2093172811565
"221",469.454449268069
"222",244.586302910559
"223",102.582801220034
"224",0
"225",176.642976317426
"226",0
"227",879.224670923842
"228",319.382099544178
"229",2239.48361745581
"230",217.689115495061
"231",22.5047713297172
"232",384.313991185944
"233",380.035174226105
"234",99.2255082181327
"235",251.581344822949
"236",1243.63245157342
"237",409.662630657741
"238",476.355013270483
"239",2196.03103676293
"240",0
"241",37.6994290486286
"242",580.011169837845
"243",0
"244",5615.98863979255
"245",881.873554643126
"246",7866.6487164695
"247",7634.33545951833
"248",2519.31956837666
"249",2490.64975837763
"250",2582.26362654647
"251",2214.50914123333
"252",8477.73143483739
"253",1618.0033054733
"254",3630.20097931395
"255",1737.05308807435
"256",769.219622465424
"257",559.681273804574
"258",3078.81263865487
"259",922.326896683005
"260",1449.03532034909
"261",3929.97319090336
"262",2883.39054291899
"263",725.38461004067
"264",217.248040282447
"265",332.329602471458
"266",0
"267",0
"268",336.448460091304
"269",57.8405550920502
"270",477.219750825676
"271",288.338647063781
"272",1409.07082049483
"273",422.006175531521
"274",0
"275",642.872812061379
"276",8918.22415144022
"277",431.448060238306
"278",4283.59237165536
"279",0
"280",716.161369177237
"281",122.821760576596
"282",77.4383290427081
"283",619.798443500837
"284",2155.48655433042
"285",1309.76421289784
"286",1959.21587592908
"287",36.8823401223417
"288",469.977032622724
"289",1427.03680139993
"290",560.159029150165
"291",91.5746670025715
"292",466.483433981435
"293",0
"294",2027.01137403166
"295",35.4630471079272
"296",402.489822194677
"297",265.305881104586
"298",462.198030880454
"299",244.485937575534
"300",922.437887915954
"301",288.274814170532
"302",182.068230681265
"303",325.289376768561
"304",378.415359363553
"305",1939.23628197557
"306",808.016584679898
"307",438.07078730395
"308",338.116661385512
"309",0
"310",0
"311",262.26657533719
"312",1619.53254015184
"313",1752.51664140049
"314",668.709382772501
"315",750.561043293569
"316",2823.72216680269
"317",0
"318",2900.92435646176
"319",511.13569098335
"320",905.713479962971
"321",216.512248504101
"322",3544.33397628819
"323",4128.86072091678
"324",3417.59278380779
"325",359.085224722251
"326",4355.74799483925
"327",3094.55579851585
"328",4975.18104440709
"329",4751.62546602005
"330",241.255861633194
"331",1540.42429992058
"332",2000.31823256762
"333",830.043132387458
"334",6592.7281140917
"335",3094.39576076614
"336",0
"337",1984.37723960993
"338",633.069316106157
"339",185.62355347153
"340",0
"341",214.412906573396
"342",101.278434683765
"343",3.64987882012019
"344",0
"345",0
"346",1347.69762756014
"347",31.8042735362187
"348",478.797707182713
"349",27.5194815525156
"350",49.6870130279294
"351",420.889107452118
"352",292.005215757408
"353",207.476006406945
"354",0
"355",24.2976210138354
"356",715.288003169501
"357",485.350736582063
"358",1.79319370770645
"359",161.049382600965
"360",930.601183039911
"361",1198.20714373218
"362",0
"363",898.405027536413
"364",0
"365",70.0012968109909
"366",943.609174089411
"367",1066.3936154114
"368",0
"369",241.160982504293
"370",0
"371",51.7758273473992
"372",7457.98159168849
"373",0
"374",0
"375",1080.76714801323
"376",898.928102202765
"377",154.910768305374
"378",337.133855006745
"379",474.397172652509
"380",1780.69150206628
"381",1928.94012828027
"382",7203.53896427038
"383",189.276852559374
"384",4922.02909321947
"385",3231.35827967307
"386",817.3747380667
"387",8923.62849826574
"388",1955.43681772723
"389",375.510006093319
"390",1009.16581440807
"391",1205.08239943981
"392",1108.94896327735
"393",395.543089592119
"394",2967.34778499461
"395",931.83735447341
"396",3079.11356018073
"397",2746.47783141931
"398",3912.14023688199
"399",3380.73100776614
"400",790.048270291411
"401",1200.41401162738
"402",4918.04004190174
"403",0
"404",0
"405",951.46407521802
"406",923.031397872265
