"Id","Prediction"
"1",253.375066109348
"2",1375.69503578341
"3",4620.90451252623
"4",361.249937906119
"5",-471.40725568692
"6",261.253936554046
"7",4230.64405812744
"8",-423.034019069416
"9",-72.093489302355
"10",-282.500429149079
"11",618.590158354573
"12",561.423231236463
"13",2075.79668562312
"14",-125.446592278115
"15",2962.87728008039
"16",-403.085213614001
"17",3702.75045673165
"18",288.075284519613
"19",-236.321892952733
"20",-89.8637680955708
"21",-638.362540521568
"22",1909.64889292181
"23",833.626918446666
"24",5662.72526099102
"25",1451.7581600779
"26",2947.48115492042
"27",5064.13237599508
"28",2335.47745316799
"29",6103.60486496819
"30",5157.52624287951
"31",2305.21045327347
"32",442.014878532165
"33",-364.131327995517
"34",907.106031833177
"35",397.306793719819
"36",-110.458405474161
"37",-352.907354467786
"38",213.867546981219
"39",942.172411487172
"40",1561.71310690598
"41",-241.265717418419
"42",-36.5049995593536
"43",2166.17766270005
"44",432.417579449043
"45",3459.11913038873
"46",5190.49860531099
"47",7898.59826899969
"48",1993.49352272729
"49",236.177877239728
"50",-624.306550437027
"51",217.37946564362
"52",-606.322906172948
"53",746.333632110257
"54",-2.56782271482871
"55",-318.663463484399
"56",5568.20034500673
"57",-863.878041957332
"58",-437.957566536567
"59",107.404794570146
"60",-359.17761988259
"61",-304.80644554195
"62",-160.902922793787
"63",-56.6340402229284
"64",540.928147001874
"65",216.419300982595
"66",1136.87313185563
"67",-69.2121695890446
"68",57.8975941326239
"69",218.216236837429
"70",1319.63313433838
"71",1183.14442435906
"72",43.0496398143118
"73",-82.8418332691044
"74",1166.46102401255
"75",216.485107821404
"76",1018.11473350852
"77",668.817322248518
"78",857.818056754445
"79",318.681397562515
"80",23.8192075549932
"81",3267.40303932273
"82",1018.74547451015
"83",434.952561527896
"84",-305.941195450349
"85",-406.081846811124
"86",-310.350906415918
"87",-431.355010582897
"88",-65.5988367151331
"89",339.149027701448
"90",-224.130230674145
"91",-15.1938263634047
"92",734.417216374831
"93",434.752846508656
"94",-232.746856863638
"95",804.24176790441
"96",564.317909108583
"97",-268.207584096996
"98",168.051147864288
"99",2454.28960260918
"100",3089.45668677084
"101",2524.84771541429
"102",4059.70155326142
"103",5920.09600285612
"104",1491.38908845629
"105",723.871058932394
"106",2264.94678023618
"107",-208.501853090667
"108",-680.893701092601
"109",6421.04985081617
"110",2607.96970452586
"111",221.550462384814
"112",3538.50201291648
"113",1809.79101579096
"114",4610.28012408526
"115",-414.467149354833
"116",824.239819373576
"117",-227.77444324346
"118",-182.621885525811
"119",1023.19706832777
"120",1035.43637459589
"121",1620.17436596373
"122",2279.85543091
"123",-125.551612341972
"124",943.85371692301
"125",1390.7471382067
"126",1141.05267103722
"127",-288.554878083481
"128",358.174695913071
"129",-496.117319537318
"130",236.534219076719
"131",-942.294392867856
"132",32.3930711321082
"133",-119.632622944088
"134",1011.72125044218
"135",-299.383936179178
"136",-160.958430436491
"137",-306.866236551227
"138",2201.44386088816
"139",1540.7657714386
"140",136.365357813265
"141",-327.385229951265
"142",2684.11036603782
"143",535.800656772062
"144",1406.92120428434
"145",3121.26660218456
"146",1964.78467554027
"147",2908.54819431581
"148",1493.79733511113
"149",3968.40891489446
"150",1817.01009354709
"151",5058.79484704833
"152",4599.68139109218
"153",5910.69059206139
"154",2089.29524608871
"155",732.210373223716
"156",536.589506681717
"157",2800.12989655007
"158",1428.29417765064
"159",603.861553012596
"160",3293.18507471751
"161",3606.9008166607
"162",-90.8185209751337
"163",-371.852376078092
"164",1159.19659044775
"165",-742.741650017469
"166",630.453073012383
"167",-249.981436994751
"168",-149.340405106514
"169",295.143517108354
"170",-54.0293623491534
"171",-376.387446516885
"172",1567.74318737318
"173",1269.89129800911
"174",1635.40736583402
"175",332.634387213359
"176",1354.86015840639
"177",-311.063853323878
"178",491.323777071122
"179",-452.317554172148
"180",2129.11953897621
"181",751.614563301574
"182",725.195673104657
"183",154.233077693129
"184",2552.50454738962
"185",5.78547640864235
"186",-278.112141143807
"187",-407.883524853328
"188",-275.036468873661
"189",223.600224916628
"190",1027.30247093605
"191",305.593209322732
"192",-124.633177759344
"193",-828.105070820318
"194",2355.78072771457
"195",-443.076014095425
"196",220.147134182783
"197",1097.64780931017
"198",1352.65086274001
"199",1569.24911680971
"200",-130.556173082011
"201",-228.31185090232
"202",-336.224866651906
"203",267.61540461463
"204",168.37041876838
"205",-21.3436256529558
"206",341.194535593643
"207",301.540575809984
"208",-351.152978346631
"209",92.1568701404717
"210",-115.496813508665
"211",-449.13921999679
"212",1266.53077076733
"213",779.551181481042
"214",202.474196114821
"215",-200.885460379092
"216",107.213565169411
"217",229.990764845491
"218",594.89631314984
"219",361.424164198953
"220",219.313916264278
"221",-248.058039488521
"222",1357.26306495189
"223",-257.523334971284
"224",-481.074015933204
"225",277.260911272629
"226",-470.126376763144
"227",1191.96617028571
"228",-58.9995129045365
"229",3499.95893801216
"230",481.872574217767
"231",-98.0543879517795
"232",-87.5718481484828
"233",913.443810612817
"234",14.1664283975488
"235",785.694752238372
"236",1934.22164497484
"237",952.740497831638
"238",875.44939253854
"239",2981.75484776732
"240",-108.399768937799
"241",-438.604768263378
"242",249.645467803593
"243",352.575841375134
"244",5508.68719207994
"245",1702.02873009619
"246",7405.43941879173
"247",7540.9133216576
"248",2273.59896751751
"249",2886.62339611085
"250",3029.18079576188
"251",2615.84939353815
"252",7939.8316472386
"253",1826.14183538141
"254",4287.21012741257
"255",2643.65919788626
"256",1241.37589924966
"257",1257.47445968418
"258",3725.83274736968
"259",2430.56748995574
"260",1091.840116081
"261",3385.84102125034
"262",3745.44717510484
"263",1331.05976277989
"264",293.922487176342
"265",648.992455024693
"266",146.921451047249
"267",128.170431983815
"268",784.484237174459
"269",756.190117747049
"270",1305.8712551255
"271",-46.2872092494235
"272",1272.51549474901
"273",879.391026081277
"274",-164.167679778215
"275",1409.66214757365
"276",6843.73858732638
"277",677.430940724192
"278",3868.37744499499
"279",812.640629248821
"280",1050.94499809143
"281",-210.46865622734
"282",995.81068067659
"283",1280.25684054113
"284",2211.30622355568
"285",2163.67952886668
"286",2099.7056443762
"287",574.219071694612
"288",-101.05417080553
"289",2239.3626767765
"290",1252.81918693092
"291",291.719249112413
"292",667.929971638657
"293",1147.67892646976
"294",2793.07187779142
"295",108.544740968954
"296",706.297250589569
"297",370.979506014921
"298",372.062648287783
"299",541.055809520711
"300",1727.88741137165
"301",0.760767862075681
"302",1010.03582433829
"303",326.22456659368
"304",442.044459438849
"305",1849.72153755624
"306",786.316229575473
"307",249.492487122124
"308",825.580845456657
"309",-202.670156753463
"310",-713.668233400379
"311",-758.486093511216
"312",1968.17698404742
"313",1797.74119909595
"314",40.7375633689567
"315",710.326361667216
"316",3000.82316778769
"317",55.9140120974121
"318",2719.22144756334
"319",793.464366067006
"320",865.229885037577
"321",1030.23320982521
"322",4309.51930548805
"323",4594.6646980596
"324",4516.10854285212
"325",1805.08746330749
"326",4032.69837462075
"327",2819.16309374135
"328",5076.99411904546
"329",4482.74555597388
"330",973.699888578893
"331",1984.44064007458
"332",2288.96776311255
"333",1794.35684633001
"334",7038.19374146392
"335",3128.12998774654
"336",-468.856141925131
"337",1844.44460480532
"338",1471.41680475798
"339",962.165271887055
"340",109.924148045538
"341",162.733335740006
"342",354.770097972018
"343",293.305045909406
"344",75.3684985805762
"345",246.416921746961
"346",1401.62238934908
"347",12.0299405420005
"348",472.989842663189
"349",-18.3392731170816
"350",186.965294011347
"351",658.931800165427
"352",395.662962566676
"353",503.963833719381
"354",-31.9435100691267
"355",210.149569603049
"356",1010.07878852641
"357",762.686117543284
"358",58.3873833452376
"359",28.1253578177084
"360",770.404482630222
"361",1231.17195579627
"362",106.629743970899
"363",866.713955933724
"364",6.53705780416203
"365",87.5352307535204
"366",1326.76216558398
"367",696.657825676116
"368",652.162921207221
"369",266.651970548836
"370",-44.7280830085278
"371",139.678116659019
"372",6774.6230093319
"373",188.077013690893
"374",-269.911448984415
"375",1179.75162166779
"376",1523.35608262521
"377",36.0104415476303
"378",319.671568454715
"379",1955.01694436279
"380",2606.93665894552
"381",2739.52257047214
"382",6717.20234068441
"383",1153.3885396156
"384",4377.0056819927
"385",3726.39552530165
"386",1291.01708069584
"387",7707.94162029317
"388",2106.69786324851
"389",36.9767847784797
"390",974.225122108503
"391",1000.72840519972
"392",1230.6213607649
"393",248.678601437469
"394",2919.97652071166
"395",1850.79344634284
"396",3399.46804371243
"397",2647.28439124906
"398",3521.24484037781
"399",3361.82499584829
"400",1155.59013049079
"401",1667.15267990756
"402",4922.38717801657
"403",-1440.50165048617
"404",-253.249424837613
"405",655.635730088352
"406",1281.31984267579
"407",1399.36752841264
"408",2757.62643122967
"409",2881.35760449858
"410",2159.15890120897
"411",-501.140936907709
"412",222.727079882887
"413",2798.25437292256
"414",3173.58623853554
"415",1466.73331539666
"416",3357.59943784001
"417",6775.69434441348
"418",5685.91319607735
"419",5051.66873210726
"420",13.6003246140804
"421",-668.647962599995
"422",2334.78911945957
"423",317.156914864891
"424",561.186924738423
"425",4017.71292732534
"426",900.811553659817
"427",-315.054383998383
"428",-623.780238501403
"429",3429.65132790314
"430",3413.28961987769
"431",3768.19382477571
"432",-202.320296412044
"433",2220.94486493211
"434",2432.41796339748
"435",1676.78333667435
"436",625.475029732029
"437",3154.30778078716
"438",1775.90657496479
"439",2200.35621917709
"440",-58.4944702847747
"441",1501.98192094559
"442",1756.34491241331
"443",831.772380617727
"444",1444.33602659148
"445",5666.73266612999
"446",1258.38194177743
"447",1155.92688687786
"448",2290.97357177613
"449",329.370077753854
"450",1207.62807015789
"451",1882.87197805483
"452",2927.31647316815
"453",2472.82703401441
"454",2410.74335359907
"455",2114.10398083427
"456",3133.23779555155
"457",641.749294582195
"458",2436.50409845184
"459",4422.96270784582
"460",1743.14341547962
"461",-378.998207214662
"462",643.199863800005
"463",2094.61469834562
"464",2384.32222493
"465",4586.87087686229
