"Id","Prediction"
"1",306.052852959419
"2",2760.59173167941
"3",2280.77105146689
"4",346.267294390934
"5",-62.885223647067
"6",42.5360853678445
"7",3672.47416125293
"8",212.579882687376
"9",216.577902177222
"10",-32.1906002511447
"11",2864.50095624847
"12",881.846619033206
"13",4111.14920020104
"14",-35.6733036927451
"15",2017.92542818624
"16",-52.3136564592382
"17",4016.41218150067
"18",-22.2546037617357
"19",178.421501284807
"20",1372.48660887652
"21",-129.060896806134
"22",2895.98412615967
"23",1949.70457030015
"24",3873.12909910232
"25",1975.0682313383
"26",2001.5267158879
"27",4105.80062898761
"28",2129.68495235044
"29",6638.99290604476
"30",3459.71099211332
"31",4203.8309330807
"32",1558.29687352997
"33",1574.87128447546
"34",1332.56846691942
"35",307.414992697686
"36",-180.744211605802
"37",2199.45201173441
"38",251.706722131326
"39",823.443918711209
"40",5885.29063173793
"41",1543.65259115156
"42",328.039572878642
"43",1508.63020046515
"44",1237.89819321192
"45",2124.68759434801
"46",3255.24830344787
"47",5927.84657893924
"48",1229.15215788314
"49",825.867648020045
"50",296.57121813252
"51",242.649805212714
"52",188.990370558155
"53",2822.84924534365
"54",261.099586128038
"55",241.429321247002
"56",4117.17068894669
"57",214.853390642096
"58",229.39432517298
"59",294.025516543198
"60",245.547059410413
"61",-50.1802324598808
"62",238.694778805481
"63",239.884999131167
"64",628.004485665125
"65",1229.63842211108
"66",834.48613380352
"67",1380.94812950936
"68",2292.67829925986
"69",183.142467544213
"70",914.812173976405
"71",2626.70760133888
"72",184.97226221294
"73",-85.1153665135536
"74",1368.23076673939
"75",2324.84107693494
"76",4663.44894931703
"77",870.592283382991
"78",2747.99414267634
"79",346.580167227659
"80",556.132463054804
"81",2729.39408268838
"82",3587.92500687393
"83",1621.09245875058
"84",322.104810371752
"85",865.319861800379
"86",273.812765968868
"87",487.218435649008
"88",1723.10020824555
"89",631.897881907047
"90",9.1766125605212
"91",233.756517430978
"92",836.596989645433
"93",270.04464535986
"94",40.4442546108291
"95",1034.92482271513
"96",2861.42383609711
"97",985.703750272573
"98",-50.237096892526
"99",2054.54704424764
"100",4009.01526602876
"101",2155.08374173022
"102",3733.63939830696
"103",4799.90563343308
"104",3125.85454779937
"105",1726.40209488284
"106",2835.74174484089
"107",671.171202965489
"108",242.713787882759
"109",7981.96877350655
"110",5580.42450236428
"111",2496.17678008996
"112",3461.31591444939
"113",2434.12128894456
"114",4477.40060781183
"115",-293.470787131352
"116",4645.40590180795
"117",4104.07107101159
"118",4200.13207621258
"119",4611.46620357357
"120",2791.53653435817
"121",6031.18419098987
"122",11837.418338458
"123",2901.99067214434
"124",4709.7283799359
"125",4694.23275310643
"126",5478.03119726138
"127",-343.095585761019
"128",1675.13421716999
"129",-778.847084380542
"130",2388.91109591282
"131",-1453.70452039856
"132",-582.059760444317
"133",914.425811010267
"134",4980.58317779721
"135",-1615.47477752985
"136",3151.42027456111
"137",5425.56931612458
"138",5436.39706487063
"139",4955.33268120124
"140",4848.86876678243
"141",-779.778796986167
"142",2001.48467411187
"143",799.933232881195
"144",8638.61395626707
"145",7287.70776006866
"146",5487.0531684284
"147",4914.73259752882
"148",-506.239408312285
"149",13359.6670184927
"150",9773.31287146374
"151",7836.82661483679
"152",5049.21481186434
"153",13554.5929933574
"154",1993.62487476901
"155",1682.45172714896
"156",195.893846631423
"157",5905.20298409707
"158",5490.64947874328
"159",-1231.73040170776
"160",11364.7135463447
"161",9264.89755964531
"162",-77.608491034921
"163",201.304004670453
"164",1879.47850920092
"165",-176.972764363317
"166",755.775168977834
"167",-128.158949944705
"168",263.764086409037
"169",-28.904261814859
